1.000000000000000000e+00 7.600000000000000000e+01 3.720000000000000000e+02 1.110000000000000000e+02 2.862000000000000000e+03 8.306000000000000000e+03 3.100000000000000000e+01 6.000000000000000000e+00 1.440000000000000000e+02 1.352000000000000000e+03 4.804000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.450000000000000000e+02 1.121000000000000000e+03 1.249000000000000000e+03 5.000000000000000000e+01 6.800000000000000000e+01 9.200000000000000000e+01 1.496000000000000000e+03 6.000000000000000000e+00 3.000000000000000000e+00 5.020000000000000000e+02 4.040000000000000000e+02 4.910000000000000000e+02 1.680000000000000000e+03 8.430000000000000000e+02 3.910000000000000000e+02 1.210000000000000000e+02 2.380000000000000000e+02 2.683000000000000000e+03 7.820000000000000000e+02 1.359000000000000000e+03 2.770000000000000000e+02 2.000000000000000000e+00 2.950000000000000000e+02 1.080000000000000000e+02 1.180000000000000000e+02 3.600000000000000000e+02 4.994000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.370000000000000000e+02 3.030000000000000000e+02 7.000000000000000000e+00 9.000000000000000000e+00 5.740000000000000000e+02 3.370000000000000000e+02 3.030000000000000000e+02 4.800000000000000000e+01 4.730000000000000000e+02 3.030000000000000000e+02 7.000000000000000000e+00 1.320000000000000000e+02 7.000000000000000000e+00 1.093000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 2.370000000000000000e+02 7.000000000000000000e+00 6.000000000000000000e+00 3.000000000000000000e+00 7.000000000000000000e+00 3.000000000000000000e+02 4.800000000000000000e+01 6.000000000000000000e+00 7.000000000000000000e+00 1.034000000000000000e+03 1.180000000000000000e+02 4.450000000000000000e+02 4.070000000000000000e+02 4.450000000000000000e+02 1.971000000000000000e+03 8.600000000000000000e+01 2.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.910000000000000000e+02 1.188000000000000000e+03 9.000000000000000000e+00 1.577000000000000000e+03 1.720000000000000000e+02 3.200000000000000000e+02 1.210000000000000000e+02 5.900000000000000000e+02 1.470000000000000000e+02 5.000000000000000000e+02 1.310000000000000000e+02 2.621000000000000000e+03 1.030000000000000000e+03 5.900000000000000000e+02 5.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.276000000000000000e+03 2.620000000000000000e+02 5.747000000000000000e+03 5.950000000000000000e+02 2.510000000000000000e+03 5.747000000000000000e+03 1.540000000000000000e+02 1.100000000000000000e+01 1.413000000000000000e+03 3.700000000000000000e+03 1.080000000000000000e+02 2.910000000000000000e+02 9.130000000000000000e+02 8.129000000000000000e+03 2.510000000000000000e+03 1.540000000000000000e+02 5.320000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.258000000000000000e+03 2.480000000000000000e+02 7.900000000000000000e+01 4.900000000000000000e+01 2.900000000000000000e+01 1.200000000000000000e+01 1.370000000000000000e+02 4.700000000000000000e+01 1.460000000000000000e+02 6.090000000000000000e+02 2.570000000000000000e+02 1.370000000000000000e+02 4.700000000000000000e+01 7.983000000000000000e+03 1.013000000000000000e+03 1.800000000000000000e+02 7.180000000000000000e+02 2.300000000000000000e+02 3.420000000000000000e+02 6.310000000000000000e+02 1.197000000000000000e+03 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 3.800000000000000000e+01 1.320000000000000000e+02 1.698000000000000000e+03 7.900000000000000000e+01 2.900000000000000000e+01 6.640000000000000000e+02 6.000000000000000000e+00 2.524000000000000000e+03 1.510000000000000000e+03 3.800000000000000000e+02 5.890000000000000000e+02 6.640000000000000000e+02 1.960000000000000000e+03 1.400000000000000000e+02 2.400000000000000000e+01 3.190000000000000000e+02 4.900000000000000000e+01 8.620000000000000000e+02 1.160000000000000000e+03 7.940000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 8.100000000000000000e+01 3.000000000000000000e+00 6.700000000000000000e+01 3.300000000000000000e+01 2.000000000000000000e+00 4.390000000000000000e+02 3.610000000000000000e+02 1.350000000000000000e+02 2.417000000000000000e+03 4.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000000e+01 1.070000000000000000e+02 2.160000000000000000e+02 4.889000000000000000e+03 3.250000000000000000e+02 6.560000000000000000e+02 3.250000000000000000e+02 1.090000000000000000e+03 1.799000000000000000e+03 4.889000000000000000e+03 3.250000000000000000e+02 8.890000000000000000e+02 1.300000000000000000e+02 1.360000000000000000e+02 3.020000000000000000e+02 6.000000000000000000e+00 1.374000000000000000e+03 1.730000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
