1.000000000000000000e+00 2.200000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.200000000000000000e+01 1.800000000000000000e+01 3.000000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+01 8.000000000000000000e+00 2.530000000000000000e+02 1.445000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000000e+01 1.090000000000000000e+02 6.060000000000000000e+02 4.620000000000000000e+02 7.000000000000000000e+00 2.490000000000000000e+02 1.000000000000000000e+01 2.000000000000000000e+00
1.000000000000000000e+00 3.000000000000000000e+00 3.800000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.790000000000000000e+02 3.990000000000000000e+02 7.100000000000000000e+01 5.000000000000000000e+00 1.182000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.500000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.600000000000000000e+01 3.470000000000000000e+02 5.600000000000000000e+01 8.000000000000000000e+00 5.260000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 5.500000000000000000e+01 6.200000000000000000e+01 6.400000000000000000e+01 1.910000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.090000000000000000e+02 8.000000000000000000e+00 5.700000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.760000000000000000e+02 2.990000000000000000e+02 4.400000000000000000e+01 2.300000000000000000e+01 1.030000000000000000e+02 2.360000000000000000e+02 2.000000000000000000e+00
1.000000000000000000e+00 5.100000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 6.000000000000000000e+01 2.220000000000000000e+02 1.100000000000000000e+01 1.670000000000000000e+02 1.300000000000000000e+01 1.887000000000000000e+03 2.000000000000000000e+00
1.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+01 4.100000000000000000e+01 1.090000000000000000e+02 1.910000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.000000000000000000e+00 6.600000000000000000e+01 5.700000000000000000e+01 1.339000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+01 5.000000000000000000e+00 3.700000000000000000e+01 5.700000000000000000e+01 4.400000000000000000e+01 4.890000000000000000e+02 8.000000000000000000e+00 2.000000000000000000e+00
1.000000000000000000e+00 1.014000000000000000e+03 6.090000000000000000e+02 2.460000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.000000000000000000e+00 2.000000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.000000000000000000e+00 4.090000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 5.500000000000000000e+01 6.400000000000000000e+01 4.650000000000000000e+02 3.050000000000000000e+02 1.100000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 8.120000000000000000e+02 4.540000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.300000000000000000e+01 1.500000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.400000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.600000000000000000e+01 1.400000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.000000000000000000e+00 1.500000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+01 2.600000000000000000e+01 3.400000000000000000e+01 4.840000000000000000e+02 2.100000000000000000e+01 1.013000000000000000e+03 1.700000000000000000e+01 2.000000000000000000e+00
1.000000000000000000e+00 1.610000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.400000000000000000e+02 1.400000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 3.000000000000000000e+00 1.500000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+00 1.200000000000000000e+01 1.200000000000000000e+01 1.800000000000000000e+01 3.500000000000000000e+02 1.300000000000000000e+01 3.200000000000000000e+01 2.000000000000000000e+00
1.000000000000000000e+00 6.790000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.595000000000000000e+03 8.100000000000000000e+01 5.300000000000000000e+01 2.750000000000000000e+02 2.230000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 9.000000000000000000e+00 5.000000000000000000e+00 1.400000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.400000000000000000e+02 5.300000000000000000e+01 1.100000000000000000e+01 1.300000000000000000e+01 4.300000000000000000e+01 9.000000000000000000e+00 1.200000000000000000e+01 2.000000000000000000e+00
1.000000000000000000e+00 3.270000000000000000e+02 1.960000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.652000000000000000e+03 1.476000000000000000e+03 6.700000000000000000e+01 3.680000000000000000e+02 2.600000000000000000e+01 5.800000000000000000e+01 1.097000000000000000e+03 2.000000000000000000e+00
1.000000000000000000e+00 9.000000000000000000e+00 4.700000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 5.000000000000000000e+00 2.440000000000000000e+02 4.400000000000000000e+01 4.000000000000000000e+00 2.100000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 3.000000000000000000e+01 7.000000000000000000e+01 1.720000000000000000e+02 7.050000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.000000000000000000e+00 5.000000000000000000e+00 6.000000000000000000e+00 7.000000000000000000e+00 5.000000000000000000e+00 3.550000000000000000e+02 2.000000000000000000e+00
1.000000000000000000e+00 2.200000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.450000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.410000000000000000e+02 1.315000000000000000e+03 5.000000000000000000e+00 2.900000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.600000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 3.000000000000000000e+00 1.484000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.630000000000000000e+02 1.880000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
